,Symbol,Name,MarketCap,IPOyear,Sector,industry
307,ASUR,Asure Software Inc,$103.92M,,Technology,EDP Services
308,AACG,ATA Creativity Global,$47.29M,,Consumer Services,Other Consumer Services
309,ATRA,"Atara Biotherapeutics, Inc.",$1.13B,2014.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
310,ATNX,"Athenex, Inc.",$1.05B,2017.0,Health Care,Major Pharmaceuticals
311,ATHX,"Athersys, Inc.",$570.68M,,Health Care,Major Pharmaceuticals
312,ATIF,ATIF Holdings Limited,$86.98M,2019.0,Consumer Services,Professional Services
313,AAME,Atlantic American Corporation,$33.31M,,Finance,Life Insurance
314,ACBI,"Atlantic Capital Bancshares, Inc.",$217.19M,,Finance,Major Banks
315,AUB,Atlantic Union Bankshares Corporation,$1.54B,,Finance,Major Banks
316,AUBAP,Atlantic Union Bankshares Corporation,,,Finance,Major Banks
317,AY,Atlantica Sustainable Infrastructure plc,$3.02B,2014.0,Public Utilities,Electric Utilities: Central
318,ATLC,Atlanticus Holdings Corporation,$157.87M,1995.0,Finance,Finance: Consumer Services
319,AAWW,Atlas Air Worldwide Holdings,$1.21B,,Transportation,Transportation Services
320,AFH,"Atlas Financial Holdings, Inc.",$8.43M,2013.0,Finance,Property-Casualty Insurers
321,ATCX,"Atlas Technical Consultants, Inc.",$40.83M,2019.0,Consumer Services,Professional Services
322,ATCXW,"Atlas Technical Consultants, Inc.",,2019.0,Consumer Services,Professional Services
323,TEAM,Atlassian Corporation Plc,$48.01B,2015.0,Technology,Computer Software: Prepackaged Software
324,ATNI,"ATN International, Inc.",$937.93M,,Public Utilities,Telecommunications Equipment
325,ATOM,Atomera Incorporated,$171.95M,2016.0,Technology,Semiconductors
326,ATOS,"Atossa Therapeutics, Inc.",$34.16M,2012.0,Health Care,Major Pharmaceuticals
327,BCEL,"Atreca, Inc.",$569.42M,2019.0,Health Care,Major Pharmaceuticals
328,ATRC,"AtriCure, Inc.",$1.77B,2005.0,Health Care,Medical/Dental Instruments
329,ATRI,Atrion Corporation,$1.16B,,Health Care,Medical/Dental Instruments
330,LIFE,"aTyr Pharma, Inc.",$39.69M,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
331,AUBN,"Auburn National Bancorporation, Inc.",$184.9M,,Finance,Major Banks
332,AUDC,AudioCodes Ltd.,$951.02M,1999.0,Public Utilities,Telecommunications Equipment
333,AEYE,"AudioEye, Inc.",$96.07M,,Technology,Computer Software: Prepackaged Software
334,AUPH,Aurinia Pharmaceuticals Inc,$1.72B,,Health Care,Major Pharmaceuticals
335,EARS,Auris Medical Holding Ltd.,$4.19M,2014.0,Health Care,Major Pharmaceuticals
336,JG,Aurora Mobile Limited,$190.94M,2018.0,Technology,"Computer Software: Programming, Data Processing"
337,ADSK,"Autodesk, Inc.",$54.4B,,Technology,Computer Software: Prepackaged Software
338,AUTL,Autolus Therapeutics plc,$832.28M,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
339,ADP,"Automatic Data Processing, Inc.",$62.63B,,Technology,EDP Services
340,AUTO,"AutoWeb, Inc.",$14.99M,,Technology,"Computer Software: Programming, Data Processing"
341,AVDL,Avadel Pharmaceuticals plc,$443.52M,,Health Care,Major Pharmaceuticals
342,AHI,"Avadim Health, Inc.",,,Consumer Non-Durables,Package Goods/Cosmetics
343,AVCO,Avalon GloboCare Corp.,$131.75M,,Consumer Services,Professional Services
344,ATXI,"Avenue Therapeutics, Inc.",$162.66M,2017.0,Health Care,Major Pharmaceuticals
345,AVEO,"AVEO Pharmaceuticals, Inc.",$112M,2010.0,Health Care,Major Pharmaceuticals
346,AVNW,"Aviat Networks, Inc.",$112.12M,,Technology,Radio And Television Broadcasting And Communications Equipment
347,CDMO,"Avid Bioservices, Inc.",$380.32M,,Health Care,Major Pharmaceuticals
348,CDMOP,"Avid Bioservices, Inc.",,,Health Care,Major Pharmaceuticals
349,AVID,"Avid Technology, Inc.",$301.08M,1993.0,Technology,Computer Software: Prepackaged Software
350,RNA,"Avidity Biosciences, Inc.",$963.31M,2020.0,Health Care,Major Pharmaceuticals
351,AVGR,"Avinger, Inc.",$17.28M,2015.0,Health Care,Medical/Dental Instruments
352,CAR,"Avis Budget Group, Inc.",$1.87B,,Consumer Services,Rental/Leasing Companies
353,RCEL,"Avita Therapeutics, Inc.",$3.1B,,Capital Goods,Miscellaneous
354,AVT,"Avnet, Inc.",$2.6B,,Technology,Electronic Components
355,AVRO,"AVROBIO, Inc.",$630.98M,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
356,AWRE,"Aware, Inc.",$64.57M,1996.0,Technology,Computer Software: Prepackaged Software
357,ACLS,"Axcelis Technologies, Inc.",$927.74M,2000.0,Technology,Industrial Machinery/Components
358,AXLA,Axcella Health Inc.,$184.21M,2019.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
359,AXGN,"AxoGen, Inc.",$437.78M,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
360,AAXN,"Axon Enterprise, Inc.",$5.77B,,Capital Goods,Ordnance And Accessories
361,AXNX,"Axonics Modulation Technologies, Inc.",$1.61B,2018.0,Health Care,Medical/Dental Instruments
362,AXGT,Axovant Gene Therapies Ltd.,$114.96M,,Health Care,Major Pharmaceuticals
363,AXSM,"Axsome Therapeutics, Inc.",$3.04B,2015.0,Health Care,Major Pharmaceuticals
364,AXTI,AXT Inc,$195.24M,1998.0,Technology,Semiconductors
365,AYLA,"Ayala Pharmaceuticals, Inc.",$119.49M,2020.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
366,AYRO,"AYRO, Inc.",$95.28M,,Consumer Services,Telecommunications Equipment
367,AYTU,"Aytu BioScience, Inc.",$161.62M,,Health Care,Major Pharmaceuticals
368,AZRX,"AzurRx BioPharma, Inc.",$23.54M,2016.0,Health Care,Major Pharmaceuticals
369,BCOM,B Communications Ltd.,$271.02M,,Consumer Services,Telecommunications Equipment
370,RILY,"B. Riley Financial, Inc.",$551.67M,,Miscellaneous,Business Services
371,RILYG,"B. Riley Financial, Inc.",,,Miscellaneous,Business Services
372,RILYH,"B. Riley Financial, Inc.",,,Miscellaneous,Business Services
373,RILYI,"B. Riley Financial, Inc.",,,Miscellaneous,Business Services
374,RILYM,"B. Riley Financial, Inc.",,,Miscellaneous,Business Services
375,RILYN,"B. Riley Financial, Inc.",,,Miscellaneous,Business Services
376,RILYO,"B. Riley Financial, Inc.",,,Miscellaneous,Business Services
377,RILYP,"B. Riley Financial, Inc.",,,Miscellaneous,Business Services
378,RILYZ,"B. Riley Financial, Inc.",,,Miscellaneous,Business Services
379,BOSC,B.O.S. Better Online Solutions,$11.88M,,Technology,Computer Communications Equipment
380,BIDU,"Baidu, Inc.",$45.68B,2005.0,Technology,"Computer Software: Programming, Data Processing"
381,BCPC,Balchem Corporation,$2.96B,,Basic Industries,Major Chemicals
382,BLDP,"Ballard Power Systems, Inc.",$5.06B,,Energy,Industrial Machinery/Components
383,BANF,BancFirst Corporation,$1.15B,1993.0,Finance,Major Banks
384,BANFP,BancFirst Corporation,,,Finance,Major Banks
385,BCTF,"Bancorp 34, Inc.",$36.58M,,Finance,Savings Institutions
386,BAND,Bandwidth Inc.,$3.28B,2017.0,Technology,Computer Software: Prepackaged Software
387,BFC,Bank First Corporation,$474.31M,,Finance,Major Banks
388,BOCH,Bank of Commerce Holdings (CA),$110.14M,,Finance,Major Banks
389,BMRC,Bank of Marin Bancorp,$402.78M,,Finance,Major Banks
390,BMLP,Bank Of Montreal,,,Finance,Commercial Banks
391,BKSC,Bank of South Carolina Corp.,$87.93M,,Finance,Major Banks
392,BOTJ,"Bank of the James Financial Group, Inc.",$39.97M,,Finance,Major Banks
393,OZK,Bank OZK,$2.76B,,Finance,Major Banks
394,BSVN,Bank7 Corp.,$91.71M,2018.0,Finance,Major Banks
395,BFIN,BankFinancial Corporation,$111.46M,,Finance,Savings Institutions
396,BWFG,"Bankwell Financial Group, Inc.",$115.4M,2014.0,Finance,Major Banks
397,BANR,Banner Corporation,$1.16B,,Finance,Major Banks
398,BZUN,Baozun Inc.,$2.9B,2015.0,Consumer Services,Catalog/Specialty Distribution
399,DFVL,Barclays PLC,$4.54M,,,
400,DFVS,Barclays PLC,$1.82M,,,
401,DTUL,Barclays PLC,$6.2M,,,
402,DTUS,Barclays PLC,$2.81M,,,
403,DTYL,Barclays PLC,$6.27M,,,
404,FLAT,Barclays PLC,$4.84M,,,
405,STPP,Barclays PLC,$3.68M,,,
406,TAPR,Barclays PLC,$42.69M,,,
407,BBSI,"Barrett Business Services, Inc.",$384.62M,1993.0,Technology,Professional Services
408,GOLD,Barrick Gold Corporation,$49.06B,,Basic Industries,Precious Metals
409,BSET,"Bassett Furniture Industries, Incorporated",$74.37M,,Consumer Durables,Home Furnishings
410,ZTEST,BATS BZX Exchange,,,,
411,BXRX,"Baudax Bio, Inc.",$62.02M,,Health Care,Misc Health and Biotechnology Services
412,BCML,BayCom Corp,$135.14M,2018.0,Finance,Major Banks
413,BBQ,"BBQ Holdings, Inc. ",$27.99M,,Consumer Services,Restaurants
414,BCBP,"BCB Bancorp, Inc. (NJ)",$145.72M,2005.0,Finance,Savings Institutions
415,BECN,"Beacon Roofing Supply, Inc.",$1.74B,2004.0,Consumer Services,RETAIL: Building Materials
416,BEAM,Beam Therapeutics Inc.,$1.57B,2020.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
417,BBGI,"Beasley Broadcast Group, Inc.",$50.99M,2000.0,Consumer Services,Broadcasting
418,BBBY,Bed Bath & Beyond Inc.,$990.63M,1992.0,Consumer Services,Home Furnishings
419,BGNE,"BeiGene, Ltd.",$15.6B,2016.0,Health Care,Major Pharmaceuticals
420,BELFA,Bel Fuse Inc.,$116.52M,,Capital Goods,Electrical Products
421,BELFB,Bel Fuse Inc.,$117.01M,,Capital Goods,Electrical Products
422,BLPH,"Bellerophon Therapeutics, Inc.",$123.66M,2015.0,Health Care,Major Pharmaceuticals
423,BLCM,"Bellicum Pharmaceuticals, Inc.",$38.83M,2014.0,Health Care,Major Pharmaceuticals
424,BLU,BELLUS Health Inc.,$186.17M,2019.0,Health Care,Major Pharmaceuticals
425,BNFT,"Benefitfocus, Inc.",$344.51M,2013.0,Technology,Computer Software: Prepackaged Software
426,BFYT,"Benefytt Technologies, Inc.",$275.62M,2013.0,Finance,Specialty Insurers
427,BNTC,Benitec Biopharma Inc.,$3.42B,2015.0,Health Care,Major Pharmaceuticals
428,BRY,Berry Corporation (bry),$342.16M,2018.0,Energy,Oil & Gas Production
429,BWMX,"Betterware de Mexico, S.A.P.I de C.V.",$310.06M,,Consumer Services,Catalog/Specialty Distribution
430,XAIR,"Beyond Air, Inc.",$116.54M,,Health Care,Medical/Dental Instruments
431,BYND,"Beyond Meat, Inc.",$8.79B,2019.0,Consumer Non-Durables,Packaged Foods
432,BYSI,"BeyondSpring, Inc.",$476.62M,2017.0,Health Care,Major Pharmaceuticals
433,BGCP,"BGC Partners, Inc.",$922.44M,,Finance,Investment Bankers/Brokers/Service
434,BCYC,Bicycle Therapeutics plc,$307.49M,2019.0,Health Care,Major Pharmaceuticals
435,BGFV,Big 5 Sporting Goods Corporation,$58.5M,2002.0,Consumer Services,Other Specialty Stores
436,BRPA,Big Rock Partners Acquisition Corp.,$29.69M,2017.0,Finance,Business Services
437,BRPAR,Big Rock Partners Acquisition Corp.,,2017.0,Finance,Business Services
438,BRPAU,Big Rock Partners Acquisition Corp.,,2017.0,Finance,Business Services
439,BRPAW,Big Rock Partners Acquisition Corp.,,2017.0,Finance,Business Services
440,BILI,Bilibili Inc.,$16.66B,2018.0,Technology,EDP Services
441,BASI,"Bioanalytical Systems, Inc.",$52.91M,1997.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch
442,BCDA,"BioCardia, Inc.",$30.81M,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
443,BCDAW,"BioCardia, Inc.",,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
444,BIOC,"Biocept, Inc.",$94.04M,2014.0,Health Care,Medical Specialities
445,BCRX,"BioCryst Pharmaceuticals, Inc.",$974.62M,1994.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
446,BDSI,"BioDelivery Sciences International, Inc.",$416.69M,,Health Care,Major Pharmaceuticals
447,BFRA,Biofrontera AG,$149.35M,2018.0,Health Care,Major Pharmaceuticals
448,BIIB,Biogen Inc.,$45.48B,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
449,BHTG,"BioHiTech Global, Inc.",$33.48M,,Consumer Services,Other Consumer Services
450,BKYI,"BIO-key International, Inc.",$17.52M,,Technology,Computer Communications Equipment
451,BIOL,"Biolase, Inc.",$21.26M,,Health Care,Medical/Dental Instruments
452,BLFS,"BioLife Solutions, Inc.",$465.34M,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
453,BLRX,BioLineRx Ltd.,$35.18M,,Health Care,Major Pharmaceuticals
454,BMRN,BioMarin Pharmaceutical Inc.,$22.93B,1999.0,Health Care,Major Pharmaceuticals
455,BMRA,"Biomerica, Inc.",$98.24M,,Health Care,Medical/Dental Instruments
456,BNGO,"Bionano Genomics, Inc.",$41.03M,2018.0,Capital Goods,Biotechnology: Laboratory Analytical Instruments
457,BNGOW,"Bionano Genomics, Inc.",,2018.0,Capital Goods,Biotechnology: Laboratory Analytical Instruments
458,BVXV,BiondVax Pharmaceuticals Ltd.,$399.86M,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
459,BNTX,BioNTech SE,$14.88B,2019.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
460,BPTH,"Bio-Path Holdings, Inc.",$19.2M,,Health Care,Major Pharmaceuticals
461,BSGM,"BioSig Technologies, Inc.",$201.52M,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
462,BSTC,BioSpecifics Technologies Corp,$470.44M,,Health Care,Major Pharmaceuticals
463,TECH,Bio-Techne Corp,$10.6B,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
464,BEAT,"BioTelemetry, Inc.",$1.42B,2008.0,Health Care,Medical Specialities
465,BIVI,BioVie Inc.,,,,
466,BTAI,"BioXcel Therapeutics, Inc.",$1.05B,2018.0,Health Care,Major Pharmaceuticals
467,BJRI,"BJ&#39;s Restaurants, Inc.",$378.66M,,Consumer Services,Restaurants
468,BDTX,"Black Diamond Therapeutics, Inc.",$1.3B,2020.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
469,BLKB,"Blackbaud, Inc.",$2.84B,2004.0,Technology,Computer Software: Prepackaged Software
470,BL,"BlackLine, Inc.",$4.93B,2016.0,Technology,Computer Software: Prepackaged Software
471,BKCC,BlackRock Capital Investment Corporation,$166.94M,2007.0,,
472,TCPC,BlackRock TCP Capital Corp.,$505.46M,2012.0,,
473,BLNK,Blink Charging Co.,$210.75M,,Consumer Durables,Electrical Products
474,BLNKW,Blink Charging Co.,,,Consumer Durables,Electrical Products
475,BLMN,"Bloomin&#39; Brands, Inc.",$847.74M,2012.0,Consumer Services,Restaurants
476,BCOR,"Blucora, Inc.",$528.26M,,Finance,Finance: Consumer Services
477,BLBD,Blue Bird Corporation,$347.57M,2014.0,Capital Goods,Construction/Ag Equipment/Trucks
478,BHAT,Blue Hat Interactive Entertainment Technology,$45.68M,2019.0,Consumer Non-Durables,Recreational Products/Toys
479,BLUE,"bluebird bio, Inc.",$3.68B,2013.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
480,BLCT,BlueCity Holdings Limited,$231.64M,2020.0,,
481,BKEP,"Blueknight Energy Partners L.P., L.L.C.",$58.27M,2011.0,Energy,Natural Gas Distribution
482,BKEPP,"Blueknight Energy Partners L.P., L.L.C.",,,Energy,Natural Gas Distribution
483,BPMC,Blueprint Medicines Corporation,$4.25B,2015.0,Health Care,Major Pharmaceuticals
484,ITEQ,BlueStar Israel Technology ETF,,,,
485,BMCH,"BMC Stock Holdings, Inc.",$1.58B,2013.0,Consumer Services,RETAIL: Building Materials
486,BSBK,Bogota Financial Corp.,$102.1M,2020.0,Finance,Banks
487,WIFI,"Boingo Wireless, Inc.",$571.8M,2011.0,Consumer Services,Telecommunications Equipment
488,BOKF,BOK Financial Corporation,$3.5B,,Finance,Major Banks
489,BOKFL,BOK Financial Corporation,,,Finance,Major Banks
490,BNSO,"Bonso Electronics International, Inc.",$12.41M,,Capital Goods,Industrial Machinery/Components
491,BKNG,Booking Holdings Inc.,$68.37B,,Consumer Services,Transportation Services
492,BIMI,BOQI International Medical Inc.,$21.29M,,Capital Goods,Metal Fabrications
493,BRQS,"Borqs Technologies, Inc. ",$50.97M,2015.0,Technology,EDP Services
494,BOMN,Boston Omaha Corporation,$409.01M,,Finance,Real Estate
495,BPFH,"Boston Private Financial Holdings, Inc.",$464.63M,,Finance,Major Banks
496,EPAY,"Bottomline Technologies, Inc.",$2.06B,1999.0,Technology,Computer Software: Prepackaged Software
497,BOXL,Boxlight Corporation,$29.56M,2017.0,Consumer Services,Other Consumer Services
498,BBRX,"Braeburn Pharmaceuticals, Inc.",,,,
499,BCLI,Brainstorm Cell Therapeutics Inc.,$387.73M,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
500,BWAY,Brainsway Ltd.,$61.41M,2019.0,Health Care,Medical/Dental Instruments
501,BCTX,BriaCell Therapeutics Corp.,,,,
502,BBI,"Brickell Biotech, Inc.",$9.17M,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
503,BDGE,"Bridge Bancorp, Inc.",$352.15M,,Finance,Major Banks
504,BBIO,"BridgeBio Pharma, Inc.",$3.91B,2019.0,Health Care,Major Pharmaceuticals
505,BLIN          ,"Bridgeline Digital, Inc.",$8.45M,,Technology,Computer Software: Prepackaged Software
506,BWB,"Bridgewater Bancshares, Inc.",$259.76M,2018.0,Finance,Major Banks
507,BRID,Bridgford Foods Corporation,$147.77M,,Consumer Non-Durables,Specialty Foods
508,BCOV,Brightcove Inc.,$295.06M,2012.0,Technology,EDP Services
509,BHF,"Brighthouse Financial, Inc.",$2.38B,,Finance,Life Insurance
510,BHFAL,"Brighthouse Financial, Inc.",,,Finance,Life Insurance
511,BHFAO,"Brighthouse Financial, Inc.",,,Finance,Life Insurance
512,BHFAP,"Brighthouse Financial, Inc.",,,Finance,Life Insurance
513,BRLIU,Brilliant Acquisition Corporation,,2020.0,Finance,Business Services
514,AVGO,Broadcom Inc.,$129.3B,2009.0,Technology,Semiconductors
515,AVGOP,Broadcom Inc.,,,Technology,Semiconductors
516,BYFC,Broadway Financial Corporation,$59.72M,,Finance,Savings Institutions
517,BWEN,"Broadwind, Inc.",$88.36M,,Capital Goods,Metal Fabrications
518,BROG,Brooge Energy Limited ,$994.51M,2018.0,Energy,Integrated oil Companies
519,BROGW,Brooge Energy Limited ,,2018.0,Energy,Integrated oil Companies
520,BPY,Brookfield Property Partners L.P.,$10.21B,,Finance,Real Estate
521,BPYPN,Brookfield Property Partners L.P.,,,Finance,Real Estate
522,BPYPO,Brookfield Property Partners L.P.,,,Finance,Real Estate
523,BPYPP,Brookfield Property Partners L.P.,,,Finance,Real Estate
524,BPYU,Brookfield Property REIT Inc.,$612.67M,,Consumer Services,Real Estate Investment Trusts
525,BPYUP,Brookfield Property REIT Inc.,,,Consumer Services,Real Estate Investment Trusts
526,BRKL,"Brookline Bancorp, Inc.",$707.91M,,Finance,Savings Institutions
527,BRKS,"Brooks Automation, Inc.",$3.34B,1995.0,Technology,Industrial Machinery/Components
528,BRP,"BRP Group, Inc.",$1.3B,2019.0,Finance,Specialty Insurers
529,DOOO,BRP Inc.,$3.59B,,Capital Goods,Industrial Specialties
530,BRKR,Bruker Corporation,$6.31B,,Capital Goods,Biotechnology: Laboratory Analytical Instruments
531,BMTC,Bryn Mawr Bank Corporation,$478.23M,,Finance,Major Banks
532,BSQR,BSQUARE Corporation,$20.3M,1999.0,Miscellaneous,Business Services
533,BLDR,"Builders FirstSource, Inc.",$2.28B,2005.0,Consumer Services,RETAIL: Building Materials
534,BNR,Burning Rock Biotech Limited,$2.66B,2020.0,Health Care,Medical Specialities
535,BFST,"Business First Bancshares, Inc.",$265.78M,,Finance,Major Banks
536,CFFI,C&F Financial Corporation,$115.27M,,Finance,Major Banks
537,CHRW,"C.H. Robinson Worldwide, Inc.",$10.89B,1997.0,Transportation,Oil Refining/Marketing
538,CABA,"Cabaletta Bio, Inc.",$275.19M,2019.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
539,CCMP,Cabot Microelectronics Corporation,$3.93B,2000.0,Technology,Semiconductors
540,CDNS,"Cadence Design Systems, Inc.",$28.35B,,Technology,Computer Software: Prepackaged Software
541,CDZI,"Cadiz, Inc.",$359.1M,,Public Utilities,Water Supply
542,CZR,Caesars Entertainment Corporation,$8.39B,2012.0,Consumer Services,Hotels/Resorts
543,CSTE,Caesarstone Ltd.,$369.12M,2012.0,Capital Goods,Building Materials
544,CLBS,"Caladrius Biosciences, Inc.",$31.1M,,Health Care,Misc Health and Biotechnology Services
545,CHY,Calamos Convertible and High Income Fund,$838.72M,2003.0,,
546,CHI,Calamos Convertible Opportunities and Income Fund,$773.78M,2002.0,,
547,CCD,Calamos Dynamic Convertible & Income Fund,$543.82M,,,
548,CHW,Calamos Global Dynamic Income Fund,$449.25M,2007.0,,
549,CGO,Calamos Global Total Return Fund,$108.31M,2005.0,,
550,CPZ,Calamos Long/Short Equity & Dynamic Income Trust,,2019.0,,
551,CSQ,Calamos Strategic Total Return Fund,$1.98B,2004.0,,
552,CAMP,CalAmp Corp.,$259.11M,1983.0,Technology,Radio And Television Broadcasting And Communications Equipment
