,Unnamed: 0,symbol,name,lastsale,marketcap,ipoyear,sector,industry,current_price,current_price_to_book_date,current_price_to_book,price_to_book_q1,price_to_book_q2,price_to_book_q3,price_to_book_q4
190,190,AMOV,"America Movil, S.A.B. de C.V.",13.2501,$57.33B,,Public Utilities,Telecommunications Equipment,13.01,2020-06-05,4.38,4.06,5.26,4.88,4.34
191,191,AAL,"American Airlines Group, Inc.",11.77,$5.98B,,Transportation,Air Freight/Delivery Services,11.39,,,,,,
192,192,AFIN,"American Finance Trust, Inc.",7.15,$775.97M,,Consumer Services,Real Estate Investment Trusts,7.03,2020-07-22,0.47,0.40,0.86,0.94,0.73
193,193,AFINP,"American Finance Trust, Inc.",22.17,,,Consumer Services,Real Estate Investment Trusts,22.05,,,,,,
194,194,AMNB,"American National Bankshares, Inc.",23.27,$254.98M,,Finance,Major Banks,23.06,2020-06-05,0.95,0.82,1.38,1.26,1.88
195,195,ANAT,"American National Group, Inc.",73.45,$1.97B,,Finance,Life Insurance,73.12,2020-05-28,0.37,0.37,0.54,0.58,0.56
196,196,APEI,"American Public Education, Inc.",32.45,$479.65M,2007.0,Consumer Services,Other Consumer Services,32.28,2020-05-01,1.23,1.19,1.38,1.10,1.50
197,197,AREC,American Resources Corporation,1.52,$39.58M,,Consumer Services,Other Consumer Services,1.37,,,,,,
198,198,AMRB,American River Bankshares,10.25,$60.66M,,Finance,Major Banks,10.35,2020-06-05,0.69,0.62,1.06,1.01,0.93
199,199,AMSWA,"American Software, Inc.",15.605,$506.26M,,Technology,Computer Software: Prepackaged Software,15.60,,,,,,
200,200,AMSC,American Superconductor Corporation,9.52,$219.74M,1991.0,Consumer Durables,Metal Fabrications,9.44,2020-05-06,1.74,1.60,2.34,2.19,2.47
201,201,AVCT,"American Virtual Cloud Technologies, Inc. ",3.74,$73.44M,2017.0,Technology,EDP Services,3.71,,,,,,
202,202,AVCTW,"American Virtual Cloud Technologies, Inc. ",0.31,,2017.0,Technology,EDP Services,,,,,,,
203,203,AMWD,American Woodmark Corporation,77.54,$1.31B,1986.0,Basic Industries,Forest Products,76.86,2020-07-21,1.76,2.75,2.58,2.31,2.49
204,204,CRMT,"America&#39;s Car-Mart, Inc.",102.69,$700.79M,,Consumer Durables,Automotive Aftermarket,98.66,,,,,,
205,205,ABCB,Ameris Bancorp,23.42,$1.63B,1994.0,Finance,Major Banks,23.18,2020-07-16,0.64,0.67,1.22,1.82,1.24
206,206,AMSF,"AMERISAFE, Inc.",64.15,$1.24B,2005.0,Finance,Property-Casualty Insurers,63.60,2020-04-30,2.81,2.89,2.72,2.84,2.86
207,207,ASRV,AmeriServ Financial Inc.,2.93,$49.94M,,Finance,Major Banks,2.91,,,,,,
208,208,ASRVP,AmeriServ Financial Inc.,28.01,,,Finance,Major Banks,,,,,,,
209,209,ATLO,Ames National Corporation,19.185,$175.02M,,Finance,Major Banks,19.05,2020-06-05,1.02,1.00,1.39,1.44,1.41
210,210,AMGN,Amgen Inc.,252.24,$148.38B,1983.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),247.98,2020-07-23,15.64,12.32,13.05,10.69,10.24
211,211,FOLD,"Amicus Therapeutics, Inc.",14.73,$3.8B,2007.0,Health Care,Major Pharmaceuticals,14.55,2020-07-13,9.63,4.99,4.54,3.41,7.03
212,212,AMKR,"Amkor Technology, Inc.",12.64,$3.05B,1998.0,Technology,Semiconductors,12.07,2020-04-20,1.13,0.96,1.68,1.21,0.99
213,213,AMPH,"Amphastar Pharmaceuticals, Inc.",20.39,$941.98M,2014.0,Health Care,Major Pharmaceuticals,19.98,2020-05-07,2.13,1.80,2.31,2.41,2.98
214,214,IBUY,Amplify Online Retail ETF,76.81,,,,,,,,,,,
215,215,AMHC,Amplitude Healthcare Acquisition Corporation,10.184,$127.3M,2020.0,Finance,Business Services,10.10,,,,,,
216,216,AMHCU,Amplitude Healthcare Acquisition Corporation,10.15,,2019.0,Finance,Business Services,10.15,,,,,,
217,217,AMHCW,Amplitude Healthcare Acquisition Corporation,1.015,,2020.0,Finance,Business Services,,,,,,,
218,218,AMYT,Amryt Pharma plc,11.65,$369.3M,,Health Care,Major Pharmaceuticals,11.50,,,,,,
219,219,ASYS,"Amtech Systems, Inc.",5.06,$71.08M,,Technology,Industrial Machinery/Components,4.98,2020-06-04,0.90,0.69,1.18,0.87,0.93
220,220,AMRS,"Amyris, Inc.",4.2,$859.4M,2010.0,Basic Industries,Major Chemicals,4.26,,,,,,
221,221,ADI,"Analog Devices, Inc.",111.94,$41.3B,,Technology,Semiconductors,112.21,2020-07-21,3.65,3.46,3.34,3.70,3.70
222,222,ANAB,"AnaptysBio, Inc.",20.47,$558.36M,2017.0,Health Care,Major Pharmaceuticals,19.38,2020-06-04,1.27,0.95,1.05,2.11,3.26
223,223,AVXL,Anavex Life Sciences Corp.,4.47,$268.57M,,Health Care,Biotechnology: Commercial Physical & Biological Resarch,4.42,2020-06-03,9.04,7.12,7.29,9.44,12.24
224,224,ANCN,Anchiano Therapeutics Ltd.,0.9639,$7.15M,2019.0,Health Care,Major Pharmaceuticals,0.95,2020-07-13,0.55,0.39,1.12,0.69,1.26
225,225,ANDA,Andina Acquisition Corp. III,10.22,$142.01M,2019.0,Finance,Business Services,10.23,2020-05-07,1.28,1.27,1.28,1.27,1.26
226,226,ANDAR,Andina Acquisition Corp. III,0.35,,2019.0,Finance,Business Services,,,,,,,
227,227,ANDAU,Andina Acquisition Corp. III,10.78,,2019.0,Finance,Business Services,11.00,,,,,,
228,228,ANDAW,Andina Acquisition Corp. III,0.2841,,2019.0,Finance,Business Services,,,,,,,
229,229,ANGI,ANGI Homeservices Inc.,14.74,$7.28B,,Consumer Services,Advertising,14.58,2020-07-20,6.08,1.98,3.21,2.67,4.99
230,230,ANGO,"AngioDynamics, Inc.",8.69,$327.57M,2004.0,Health Care,Medical/Dental Instruments,9.12,,,,,,
231,231,ANIP,"ANI Pharmaceuticals, Inc.",28.14,$346.88M,,Health Care,Major Pharmaceuticals,26.51,2020-05-01,2.25,2.32,3.50,4.24,4.97
232,232,ANIK,Anika Therapeutics Inc.,36.47,$517.96M,,Health Care,Medical/Dental Instruments,35.67,2020-04-24,1.64,1.42,2.63,3.12,2.08
233,233,ANIX,"Anixa Biosciences, Inc.",2.86,$67.27M,,Health Care,Major Pharmaceuticals,2.89,2020-07-16,13.30,14.13,13.57,14.45,15.19
234,234,ANNX,"Annexon, Inc.",,,,,,,,,,,,
235,235,ANPC,"AnPac Bio-Medical Science Co., Ltd.",5.22,$58.47M,2020.0,Health Care,Medical Specialities,5.25,,,,,,
236,236,ANSS,"ANSYS, Inc.",300.15,$25.69B,1996.0,Technology,Computer Software: Prepackaged Software,293.51,2020-05-14,6.56,5.76,7.55,6.61,6.41
237,237,ATRS,"Antares Pharma, Inc.",2.81,$465.22M,,Health Care,Medical/Dental Instruments,2.73,2020-07-14,8.16,7.17,17.48,13.14,12.57
238,238,ATEX,Anterix Inc.,42.17,$725.61M,2015.0,Public Utilities,Telecommunications Equipment,42.15,,,,,,
239,239,APA,Apache Corporation,14.39,$5.43B,,Energy,Oil & Gas Production,14.20,,,,,,
240,240,APLS,"Apellis Pharmaceuticals, Inc.",29.3,$2.21B,2017.0,Health Care,Major Pharmaceuticals,27.93,,,,,,
241,241,APEX,Apex Global Brands Inc.,0.695,$3.87M,,Consumer Non-Durables,Apparel,0.70,,,,,,
242,242,APXT,Apex Technology Acquisition Corporation,10.9,$485.7M,2019.0,Finance,Business Services,10.75,,,,,,
243,243,APXTU,Apex Technology Acquisition Corporation,12.0,,2019.0,Finance,Business Services,12.00,,,,,,
244,244,APXTW,Apex Technology Acquisition Corporation,1.79,,2019.0,Finance,Business Services,,,,,,,
245,245,APHA,Aphria Inc.,5.13,$1.37B,,Consumer Durables,Specialty Chemicals,5.11,,,,,,
246,246,APOG,"Apogee Enterprises, Inc.",23.56,$620.96M,,Capital Goods,Auto Parts:O.E.M.,22.54,,,,,,
247,247,APEN,"Apollo Endosurgery, Inc.",1.88,$39.85M,,Health Care,Medical/Dental Instruments,1.79,,,,,,
248,248,AINV,Apollo Investment Corporation,9.715,$633.99M,2004.0,,,9.56,2020-07-13,0.59,0.36,0.93,0.84,0.82
249,249,AMEH,"Apollo Medical Holdings, Inc.",16.76,$596.68M,,Consumer Services,Professional Services,16.64,2020-07-22,2.96,2.43,3.47,3.31,3.20
250,250,APPF,"AppFolio, Inc.",140.96,$4.83B,2015.0,Technology,Computer Software: Prepackaged Software,137.82,2020-07-22,40.38,28.76,29.93,27.41,36.62
251,251,APPN,Appian Corporation,49.5,$3.36B,2017.0,Technology,Computer Software: Prepackaged Software,48.25,2020-05-14,16.36,13.26,16.87,55.21,36.38
252,252,AAPL,Apple Inc.,371.38,$1609.69B,1980.0,Technology,Computer Manufacturing,370.46,2020-06-12,18.72,12.28,14.23,10.32,8.47
253,253,APDN,"Applied DNA Sciences, Inc.",10.19,$47.67M,,Consumer Services,Other Consumer Services,9.73,2020-07-16,5.78,,,,
254,254,AGTC,Applied Genetic Technologies Corporation,5.79,$149.18M,2014.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),5.82,,,,,,
255,255,AMAT,"Applied Materials, Inc.",63.63,$58.32B,1972.0,Technology,Semiconductors,60.62,2020-07-20,6.47,6.48,6.12,5.56,5.03
256,256,AMTI,Applied Molecular Transport Inc.,21.58,$734.81M,2020.0,Health Care,Major Pharmaceuticals,21.35,,,,,,
257,257,AAOI,"Applied Optoelectronics, Inc.",14.23,$289.43M,2013.0,Technology,Semiconductors,13.62,2020-07-14,0.85,0.56,0.79,0.72,0.63
258,258,APLT,"Applied Therapeutics, Inc.",27.05,$598.53M,2019.0,Health Care,Major Pharmaceuticals,25.30,2020-07-14,4.02,,,,
259,259,APRE,"Aprea Therapeutics, Inc.",25.67,$540.48M,2019.0,Health Care,Major Pharmaceuticals,26.00,,,,,,
260,260,APVO,Aptevo Therapeutics Inc.,8.09,$26.15M,,Health Care,Major Pharmaceuticals,8.06,2020-04-13,1.02,1.01,1.50,1.02,1.02
261,261,APTX,Aptinyx Inc.,4.26,$194.49M,2018.0,Health Care,Major Pharmaceuticals,4.02,2020-05-06,1.64,0.97,1.02,0.94,0.83
262,262,APM,Aptorum Group Limited,3.72,$113.05M,2018.0,Health Care,Major Pharmaceuticals,3.62,2020-07-20,6.50,,,,
263,263,APTO,"Aptose Biosciences, Inc.",5.09,$388.23M,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),5.05,,,,,,
264,264,APYX,Apyx Medical Corporation,5.15,$176.05M,,Health Care,Medical/Dental Instruments,5.11,2020-07-13,2.32,1.72,3.77,2.85,2.71
265,265,AQMS,"Aqua Metals, Inc.",1.09,$65.7M,2015.0,Basic Industries,Metal Fabrications,1.12,2020-07-13,1.42,0.54,0.77,1.51,1.89
266,266,AQB,"AquaBounty Technologies, Inc.",4.21,$135.08M,,,,3.76,2020-07-13,3.56,2.20,1.75,1.82,2.41
267,267,AQST,"Aquestive Therapeutics, Inc.",5.13,$172.28M,2018.0,Health Care,Major Pharmaceuticals,5.11,,,,,,
268,268,ARAV,"Aravive, Inc.",9.0,$143.97M,2014.0,Health Care,Major Pharmaceuticals,7.91,2020-06-04,3.30,1.25,4.31,1.60,1.23
269,269,ABUS,Arbutus Biopharma Corporation,6.2,$427.56M,,Health Care,Major Pharmaceuticals,4.96,,,,,,
270,270,ABIO,"ARCA biopharma, Inc.",6.62,$22.53M,,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,6.91,,,,,,
271,271,RKDA,"Arcadia Biosciences, Inc.",3.63,$38.8M,2015.0,Consumer Non-Durables,Farming/Seeds/Milling,3.61,2020-05-05,4.87,3.20,3.50,4.88,30.39
272,272,ARCB,ArcBest Corporation,30.61,$773.28M,,Transportation,Trucking Freight/Courier Services,30.58,2020-05-01,0.69,0.58,0.92,1.04,0.99
273,273,ACGL,Arch Capital Group Ltd.,31.19,$12.65B,,Finance,Property-Casualty Insurers,30.85,2020-06-04,1.26,1.08,1.68,1.71,1.61
274,274,ACGLO,Arch Capital Group Ltd.,25.65,,,Finance,Property-Casualty Insurers,25.61,,,,,,
275,275,ACGLP,Arch Capital Group Ltd.,25.02,,,Finance,Property-Casualty Insurers,,,,,,,
276,276,FUV,"Arcimoto, Inc.",5.88,$178.17M,2017.0,Consumer Non-Durables,Motor Vehicles,5.89,2020-07-09,46.89,17.88,24.99,10.67,6.53
277,277,ARCE,Arco Platform Limited,47.8,$2.63B,2018.0,Consumer Services,Other Consumer Services,45.51,2020-07-09,8.44,7.56,9.52,9.70,7.87
278,278,ARCT,Arcturus Therapeutics Holdings Inc.,54.62,$1.12B,2013.0,Health Care,Major Pharmaceuticals,53.70,2020-07-23,65.91,7.99,4.58,7.19,19.49
279,279,ARQT,"Arcutis Biotherapeutics, Inc.",27.6,$1.05B,2020.0,Health Care,Major Pharmaceuticals,27.28,,,,,,
280,280,ARDX,"Ardelyx, Inc.",6.57,$585.1M,2014.0,Health Care,Major Pharmaceuticals,6.32,2020-07-22,3.58,2.71,13.56,4.31,1.84
281,281,ARNA,"Arena Pharmaceuticals, Inc.",63.63,$3.61B,2000.0,Health Care,Major Pharmaceuticals,62.37,2020-07-16,3.83,1.97,1.99,1.90,2.35
282,282,ARCC,Ares Capital Corporation,14.06,$5.94B,2004.0,,,13.77,2020-07-20,0.90,0.61,1.09,1.08,1.04
283,283,ARGX,argenx SE,255.35,$12B,2017.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),251.33,2020-07-22,10.12,,,,
284,284,ARDS,Aridis Pharmaceuticals Inc.,6.76,$60.32M,2018.0,Health Care,Major Pharmaceuticals,6.92,2020-05-12,20.98,5.87,4.52,5.52,4.41
285,285,ARKR,Ark Restaurants Corp.,11.15,$39.05M,,Consumer Services,Restaurants,10.68,2020-07-10,0.85,0.87,1.88,1.69,1.79
286,286,DWCR,Arrow DWA Country Rotation ETF,26.6681,,,,,,,,,,,
287,287,DWAT,Arrow DWA Tactical ETF,10.76,,,,,,,,,,,
288,288,AROW,Arrow Financial Corporation,29.02,$434.83M,,Finance,Major Banks,28.48,2020-07-23,1.37,1.38,1.94,1.76,1.82
289,289,ARWR,"Arrowhead Pharmaceuticals, Inc.",46.66,$4.75B,,Health Care,Major Pharmaceuticals,46.21,2020-05-07,7.14,5.85,26.22,11.90,12.54
290,290,ARTL,"Artelo Biosciences, Inc.",1.19,$5.35M,,Miscellaneous,Business Services,1.18,,,,,,
291,291,ARTLW,"Artelo Biosciences, Inc.",0.1,,,Miscellaneous,Business Services,,,,,,,
292,292,ARTNA,Artesian Resources Corporation,36.82,$342.81M,,Public Utilities,Water Supply,36.14,2020-06-10,2.03,2.17,2.20,2.22,2.22
293,293,AACQU,Artius Acquisition Inc.,10.4155,,2020.0,Finance,Business Services,10.37,,,,,,
294,294,ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",2.3,$10.18M,,Capital Goods,Industrial Machinery/Components,2.32,2020-07-23,0.95,0.76,0.66,0.71,0.69
295,295,ARVN,"Arvinas, Inc.",34.36,$1.35B,2018.0,Health Care,Major Pharmaceuticals,34.07,2020-07-09,6.33,6.88,11.78,6.12,5.43
296,296,ARYBU,ARYA Sciences Acquisition Corp II,12.26,,2020.0,Finance,Business Services,12.01,,,,,,
297,297,ASNA,"Ascena Retail Group, Inc.",0.5870000000000001,$5.86M,,Consumer Services,Clothing/Shoe/Accessory Stores,1.29,,,,,,
298,298,ASND,Ascendis Pharma A/S,140.42,$7.47B,2015.0,Health Care,Major Pharmaceuticals,138.02,2020-07-20,12.36,7.41,9.02,6.23,6.72
299,299,APWC,Asia Pacific Wire & Cable Corporation Limited,1.16,$16.03M,,Basic Industries,Telecommunications Equipment,1.13,,,,,,
300,300,ASLN,ASLAN Pharmaceuticals Limited,1.81,$68.76M,2018.0,Health Care,Major Pharmaceuticals,1.76,,,,,,
301,301,ASML,ASML Holding N.V.,384.23,$160.76B,1995.0,Technology,Industrial Machinery/Components,367.68,,,,,,
302,302,ASPU,Aspen Group Inc.,9.52,$211.73M,,Consumer Services,Other Consumer Services,9.56,,,,,,
303,303,AZPN,"Aspen Technology, Inc.",96.63,$6.53B,1994.0,Technology,EDP Services,,,,,,,
304,304,AWH,Aspira Women&#39;s Health Inc.,4.35,$450.99M,,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,,,,,,,
305,305,ASMB,"Assembly Biosciences, Inc.",23.25,$760.79M,,Health Care,Major Pharmaceuticals,,,,,,,
306,306,ASRT,"Assertio Holdings, Inc.",0.9609,$101.28M,,Health Care,Major Pharmaceuticals,,,,,,,
307,307,ASFI,"Asta Funding, Inc.",12.97,$85.18M,1995.0,Finance,Finance Companies,12.95,,,,,,
308,308,ASTE,"Astec Industries, Inc.",45.45,$1.03B,1986.0,Capital Goods,Construction/Ag Equipment/Trucks,44.84,,,,,,
309,309,ATRO,Astronics Corporation,9.315,$286.49M,,Capital Goods,Military/Government/Technical,9.02,,,,,,
310,310,ALOT,"AstroNova, Inc.",6.9,$49.43M,1983.0,Technology,Computer peripheral equipment,6.91,,,,,,
311,311,ASTC,Astrotech Corporation,2.76,$20.91M,,Capital Goods,Biotechnology: Laboratory Analytical Instruments,2.73,,,,,,
312,312,ASUR,Asure Software Inc,6.14,$96.68M,,Technology,EDP Services,6.03,,,,,,
313,313,AACG,ATA Creativity Global,1.25,$39.67M,,Consumer Services,Other Consumer Services,1.15,,,,,,
314,314,ATRA,"Atara Biotherapeutics, Inc.",13.97,$1.03B,2014.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),13.81,,,,,,
315,315,ATNX,"Athenex, Inc.",11.81,$964M,2017.0,Health Care,Major Pharmaceuticals,11.35,,,,,,
316,316,ATHX,"Athersys, Inc.",2.91,$572.64M,,Health Care,Major Pharmaceuticals,2.81,,,,,,
317,317,ATIF,ATIF Holdings Limited,1.79,$84.16M,2019.0,Consumer Services,Professional Services,1.78,,,,,,
318,318,AAME,Atlantic American Corporation,1.82,$37.2M,,Finance,Life Insurance,1.87,,,,,,
319,319,ACBI,"Atlantic Capital Bancshares, Inc.",11.25,$241.44M,,Finance,Major Banks,,,,,,,
320,320,AUB,Atlantic Union Bankshares Corporation,23.79,$1.87B,,Finance,Major Banks,23.58,,,,,,
321,321,AUBAP,Atlantic Union Bankshares Corporation,25.15,,,Finance,Major Banks,25.10,,,,,,
322,322,AY,Atlantica Sustainable Infrastructure plc,29.86,$3.03B,2014.0,Public Utilities,Electric Utilities: Central,29.62,,,,,,
323,323,ATLC,Atlanticus Holdings Corporation,9.9,$157.08M,1995.0,Finance,Finance: Consumer Services,9.23,,,,,,
324,324,AAWW,Atlas Air Worldwide Holdings,48.74,$1.27B,,Transportation,Transportation Services,47.86,,,,,,
325,325,AFH,"Atlas Financial Holdings, Inc.",0.5748,$6.86M,2013.0,Finance,Property-Casualty Insurers,0.56,,,,,,
326,326,ATCX,"Atlas Technical Consultants, Inc.",8.3791,$48.33M,2019.0,Consumer Services,Professional Services,8.26,,,,,,
327,327,ATCXW,"Atlas Technical Consultants, Inc.",0.55,,2019.0,Consumer Services,Professional Services,,,,,,,
328,328,TEAM,Atlassian Corporation Plc,188.64,$46.3B,2015.0,Technology,Computer Software: Prepackaged Software,184.34,,,,,,
329,329,ATNI,"ATN International, Inc.",58.05,$927.7M,,Public Utilities,Telecommunications Equipment,57.30,,,,,,
330,330,ATOM,Atomera Incorporated,10.56,$209.19M,2016.0,Technology,Semiconductors,10.58,,,,,,
331,331,ATOS,"Atossa Therapeutics, Inc.",3.87,$35.64M,2012.0,Health Care,Major Pharmaceuticals,3.84,,,,,,
332,332,BCEL,"Atreca, Inc.",14.63,$412.61M,2019.0,Health Care,Major Pharmaceuticals,,,,,,,
333,333,ATRC,"AtriCure, Inc.",44.99,$1.8B,2005.0,Health Care,Medical/Dental Instruments,44.59,,,,,,
334,334,ATRI,Atrion Corporation,624.33,$1.15B,,Health Care,Medical/Dental Instruments,646.50,,,,,,
335,335,LIFE,"aTyr Pharma, Inc.",4.52,$42.31M,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),4.40,,,,,,
336,336,AUBN,"Auburn National Bancorporation, Inc.",46.97,$167.5M,,Finance,Major Banks,46.97,,,,,,
337,337,AUDC,AudioCodes Ltd.,42.86,$1.28B,1999.0,Public Utilities,Telecommunications Equipment,41.34,,,,,,
338,338,AEYE,"AudioEye, Inc.",15.28,$135.92M,,Technology,Computer Software: Prepackaged Software,,,,,,,
339,339,AUPH,Aurinia Pharmaceuticals Inc,13.95,$1.57B,,Health Care,Major Pharmaceuticals,13.92,,,,,,
340,340,EARS,Auris Medical Holding Ltd.,1.005,$4.78M,2014.0,Health Care,Major Pharmaceuticals,0.99,,,,,,
341,341,JG,Aurora Mobile Limited,1.76,$203.67M,2018.0,Technology,"Computer Software: Programming, Data Processing",,,,,,,
342,342,ADSK,"Autodesk, Inc.",237.34,$52.02B,,Technology,Computer Software: Prepackaged Software,232.88,,,,,,
343,343,AUTL,Autolus Therapeutics plc,14.38,$751.3M,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,,,
344,344,ADP,"Automatic Data Processing, Inc.",146.97,$63.16B,,Technology,EDP Services,145.43,,,,,,
345,345,AUTO,"AutoWeb, Inc.",1.53,$20.11M,,Technology,"Computer Software: Programming, Data Processing",1.37,,,,,,
346,346,AVDL,Avadel Pharmaceuticals plc,8.01,$465.61M,,Health Care,Major Pharmaceuticals,8.34,,,,,,
347,347,AHI,"Avadim Health, Inc.",,,,Consumer Non-Durables,Package Goods/Cosmetics,,,,,,,
348,348,AVCO,Avalon GloboCare Corp.,1.68,$133.33M,,Consumer Services,Professional Services,1.59,,,,,,
349,349,ATXI,"Avenue Therapeutics, Inc.",10.24,$170.83M,2017.0,Health Care,Major Pharmaceuticals,10.27,,,,,,
350,350,AVEO,"AVEO Pharmaceuticals, Inc.",4.53,$116.9M,2010.0,Health Care,Major Pharmaceuticals,4.46,,,,,,
351,351,AVNW,"Aviat Networks, Inc.",21.81,$117.62M,,Technology,Radio And Television Broadcasting And Communications Equipment,21.26,,,,,,
352,352,CDMO,"Avid Bioservices, Inc.",6.98,$394.45M,,Health Care,Major Pharmaceuticals,6.79,,,,,,
353,353,CDMOP,"Avid Bioservices, Inc.",25.5,,,Health Care,Major Pharmaceuticals,25.50,,,,,,
354,354,AVID,"Avid Technology, Inc.",8.22,$359.2M,1993.0,Technology,Computer Software: Prepackaged Software,8.26,,,,,,
355,355,RNA,"Avidity Biosciences, Inc.",23.68,$837.11M,2020.0,Health Care,Major Pharmaceuticals,23.73,,,,,,
356,356,AVGR,"Avinger, Inc.",0.4167,$21.39M,2015.0,Health Care,Medical/Dental Instruments,0.41,,,,,,
357,357,CAR,"Avis Budget Group, Inc.",28.99,$2.02B,,Consumer Services,Rental/Leasing Companies,29.48,,,,,,
358,358,RCEL,"Avita Therapeutics, Inc.",22.91,$2.44B,,Capital Goods,Miscellaneous,24.13,,,,,,
359,359,AVT,"Avnet, Inc.",26.52,$2.62B,,Technology,Electronic Components,26.12,,,,,,
360,360,AVRO,"AVROBIO, Inc.",18.79,$677.11M,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),18.28,,,,,,
361,361,AWRE,"Aware, Inc.",3.31,$71.24M,1996.0,Technology,Computer Software: Prepackaged Software,3.40,,,,,,
362,362,ACLS,"Axcelis Technologies, Inc.",28.4,$933.65M,2000.0,Technology,Industrial Machinery/Components,27.48,,,,,,
363,363,AXLA,Axcella Health Inc.,4.51,$161.63M,2019.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),4.41,,,,,,
364,364,AXGN,"AxoGen, Inc.",12.035,$478.53M,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,11.76,,,,,,
365,365,AAXN,"Axon Enterprise, Inc.",87.53,$5.24B,,Capital Goods,Ordnance And Accessories,85.62,,,,,,
366,366,AXNX,"Axonics Modulation Technologies, Inc.",39.9,$1.56B,2018.0,Health Care,Medical/Dental Instruments,39.13,,,,,,
367,367,AXGT,Axovant Gene Therapies Ltd.,3.12,$125.85M,,Health Care,Major Pharmaceuticals,2.99,,,,,,
368,368,AXSM,"Axsome Therapeutics, Inc.",79.9,$2.96B,2015.0,Health Care,Major Pharmaceuticals,,,,,,,
369,369,AXTI,AXT Inc,5.28,$215.67M,1998.0,Technology,Semiconductors,,,,,,,
370,370,AYLA,"Ayala Pharmaceuticals, Inc.",12.75,$162.94M,2020.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),12.25,,,,,,
371,371,AYRO,"AYRO, Inc.",4.79,$94.07M,,Consumer Services,Telecommunications Equipment,4.52,,,,,,
372,372,AYTU,"Aytu BioScience, Inc.",1.41,$170.07M,,Health Care,Major Pharmaceuticals,,,,,,,
373,373,AZRX,"AzurRx BioPharma, Inc.",1.15,$32.43M,2016.0,Health Care,Major Pharmaceuticals,1.16,,,,,,
374,374,BCOM,B Communications Ltd.,2.0201,$234.97M,,Consumer Services,Telecommunications Equipment,2.05,,,,,,
375,375,RILY,"B. Riley Financial, Inc.",23.1,$596.61M,,Miscellaneous,Business Services,22.63,,,,,,
376,376,RILYG,"B. Riley Financial, Inc.",22.58,,,Miscellaneous,Business Services,,,,,,,
377,377,RILYH,"B. Riley Financial, Inc.",24.3,,,Miscellaneous,Business Services,24.30,,,,,,
378,378,RILYI,"B. Riley Financial, Inc.",23.54,,,Miscellaneous,Business Services,,,,,,,
379,379,RILYM,"B. Riley Financial, Inc.",22.68,,,Miscellaneous,Business Services,,,,,,,
380,380,RILYN,"B. Riley Financial, Inc.",22.5,,,Miscellaneous,Business Services,,,,,,,
381,381,RILYO,"B. Riley Financial, Inc.",23.19,,,Miscellaneous,Business Services,,,,,,,
382,382,RILYP,"B. Riley Financial, Inc.",22.1999,,,Miscellaneous,Business Services,22.27,,,,,,
383,383,RILYZ,"B. Riley Financial, Inc.",22.92,,,Miscellaneous,Business Services,,,,,,,
384,384,BOSC,B.O.S. Better Online Solutions,2.89,$12.31M,,Technology,Computer Communications Equipment,2.89,,,,,,
385,385,BIDU,"Baidu, Inc.",121.1,$41.74B,2005.0,Technology,"Computer Software: Programming, Data Processing",119.02,,,,,,
386,386,BCPC,Balchem Corporation,100.02,$3.23B,,Basic Industries,Major Chemicals,98.21,,,,,,
387,387,BLDP,"Ballard Power Systems, Inc.",16.37,$3.99B,,Energy,Industrial Machinery/Components,,,,,,,
